Geneid	NM001	NM002	NM003	NM004	NM005	TB001	TB002	TB003	TB004	TB005	AD001	AD002	AD003	AD004	AD005	SA001	SA002	SA003	SA004	SA005
ENSG00000116285	3924	2083	9219	747	2604	2055	783	2545	3996	2210	1129	1921	1057	1426	2486	2713	4481	216	2496	3007
ENSG00000238290	1	2	3	0	1	3	2	5	1	1	3	1	7	32	2	10	4	7	3	14
ENSG00000232848	2	0	1	0	3	2	0	1	0	2	0	1	3	3	0	2	0	22	0	1
ENSG00000229305	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0
ENSG00000227634	0	0	3	1	4	0	0	0	0	8	0	5	2	39	1	2	1	6	7	11
ENSG00000200975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000233645	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	4	0	0
ENSG00000251977	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0
ENSG00000162426	50	43	28	24	35	26	73	32	29	43	17	23	57	8	11	27	27	14	29	34
ENSG00000252254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000142599	3277	2092	1253	1047	2949	2228	2536	2976	2126	2601	2391	1502	1916	526	1682	3117	1625	1059	1377	2072
ENSG00000232912	2	5	2	2	5	3	9	6	10	5	9	3	2	2	1	9	1	24	1	1
ENSG00000221083	0	0	0	1	0	0	0	0	0	1	2	0	1	1	0	1	0	1	0	1
ENSG00000270282	0	0	2	0	0	0	1	1	0	1	1	0	1	0	6	3	0	0	0	0
ENSG00000234619	0	0	1	0	0	0	0	0	1	0	4	0	2	1	1	2	2	2	0	4
ENSG00000224315	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	2	1
ENSG00000222511	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	1	0
ENSG00000226545	2	0	2	0	0	0	2	1	0	0	4	0	5	0	1	2	0	2	1	0
ENSG00000228423	0	0	1	1	0	0	5	1	7	1	1	1	7	10	3	4	2	2	3	0
ENSG00000229716	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000074800	9235	12763	15188	6914	8206	13908	3758	2723	11057	14382	10720	29495	37520	145055	48376	7974	10734	8168	13296	12089
ENSG00000274258	0	0	0	0	0	1	0	2	0	0	1	0	1	5	1	0	0	5	1	0
ENSG00000236269	1	3	1	1	1	0	4	6	10	3	8	2	8	6	17	5	6	8	1	1
ENSG00000230679	0	1	0	0	0	0	0	1	0	0	2	0	1	4	3	0	2	2	0	0
ENSG00000201725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ENSG00000238249	0	0	0	2	0	0	0	2	0	0	2	1	2	2	1	0	0	4	0	0
ENSG00000232208	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
ENSG00000232663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000131686	0	0	0	0	0	0	0	3	1	0	1	4	0	0	1	1	0	33	0	0
ENSG00000265141	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197241	0	2	0	0	2	0	2	1	0	0	2	0	1	0	1	1	0	18	3	1
ENSG00000142583	5	48	6	8	16	655	38	354	451	1270	315	169	442	291	186	154	454	103	216	32
ENSG00000252404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000180758	375	411	377	289	634	525	132	1252	793	456	285	683	368	232	1061	476	314	124	248	256
ENSG00000228526	51	21	27	55	72	36	158	16	90	49	136	49	78	27	70	115	49	19	117	106
ENSG00000284357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234546	7	2	7	14	22	6	18	2	10	10	12	9	16	31	49	14	12	26	10	7
ENSG00000281937	1	1	1	1	2	0	3	0	1	0	0	1	1	1	5	0	0	2	0	0
ENSG00000049239	3324	2790	1188	997	2144	3292	2506	1571	2334	2609	2870	1302	2450	3315	3195	2711	2321	508	2766	2227
ENSG00000171621	501	5115	4200	187	540	1171	783	1000	1132	959	743	738	529	674	844	603	1143	164	1321	1347
ENSG00000284652	1	3	1	7	9	5	7	2	4	4	0	0	2	0	3	10	4	5	0	4
ENSG00000284693	17	19	10	41	41	28	24	14	17	24	19	11	9	3	8	37	25	15	6	20
ENSG00000252956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235263	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	14	0	0
ENSG00000171612	150	257	957	343	292	312	185	430	196	229	162	280	756	174	179	201	361	109	176	124
ENSG00000231181	6	5	1	1	2	1	5	4	6	4	3	0	12	0	2	3	1	1	2	11
ENSG00000188807	239	175	124	154	282	231	265	493	261	310	213	218	845	224	578	246	220	36	208	210
ENSG00000171608	635	1001	915	619	629	1387	782	263	1554	1281	1738	1007	598	363	437	1209	640	1747	327	383
ENSG00000179840	1	4	4	1	3	10	2	0	10	9	9	2	2	7	1	8	0	20	0	0
ENSG00000233268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0
ENSG00000231789	8	14	15	20	34	13	17	1	12	10	15	59	28	79	6	15	15	18	42	31
ENSG00000171603	3368	2654	1207	1186	2405	2432	2866	1239	2802	3245	2619	2337	3988	2852	6514	3066	2535	850	1825	2150
ENSG00000271264	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280113	0	0	0	0	0	0	2	0	1	0	0	0	2	2	0	0	0	18	0	3
ENSG00000178585	1675	586	1248	1299	1274	621	661	456	464	593	401	1892	1189	2209	1164	477	665	269	297	286
ENSG00000223989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162441	404	319	324	423	375	400	331	292	329	249	272	381	485	405	342	368	331	87	309	253
ENSG00000228150	3	1	4	7	2	6	4	5	1	3	1	2	11	9	3	10	3	11	17	4
ENSG00000173614	194	138	78	281	165	155	148	247	173	173	166	160	177	221	173	165	124	97	109	157
ENSG00000202415	1	1	1	5	0	2	1	8	2	1	0	0	2	0	0	2	0	4	1	3
ENSG00000283611	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	1	0	2	0	1
ENSG00000265521	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162444	44	96	161	249	77	65	747	232	11	89	32	4	62	23	7	160	74	169	64	26
ENSG00000130939	1185	786	475	531	928	912	854	849	1044	878	1020	623	932	419	921	907	760	304	1198	1077
ENSG00000224340	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000233623	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	7	1	0
ENSG00000201746	0	0	0	1	0	1	4	0	1	0	5	0	0	3	1	0	0	1	0	0
ENSG00000054523	1605	1287	1203	580	902	1552	1053	8617	1232	1033	848	1007	760	440	1005	1206	1374	311	1430	1542
ENSG00000264881	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000199562	0	0	1	0	1	0	0	1	0	1	0	0	3	3	0	1	0	0	0	6
ENSG00000264501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284735	6	8	4	2	5	5	16	14	10	15	8	2	14	12	12	19	5	16	7	8
ENSG00000284642	10	8	6	5	19	6	15	14	15	4	7	2	14	1	6	10	6	17	6	7
ENSG00000142657	2422	3806	3215	2724	1859	3391	939	705	2815	3880	1646	2343	2202	3895	3826	1701	2131	1578	12960	8624
ENSG00000271989	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000251503	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	1	2	6	1
ENSG00000175279	17	6	7	28	17	14	19	6	6	6	18	14	40	60	39	19	14	14	11	37
ENSG00000241563	6	0	0	1	6	2	8	3	2	2	2	0	5	6	12	2	0	0	2	6
ENSG00000160049	1120	762	661	1109	972	647	679	379	778	803	862	913	985	1946	1123	1040	631	277	1020	1152
ENSG00000203469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142655	703	764	539	606	665	429	289	307	371	344	353	401	268	599	480	369	260	156	314	250
ENSG00000243267	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	5	2	0
ENSG00000130940	585	285	333	347	567	294	110	435	491	278	229	268	165	24	350	273	502	104	227	298
ENSG00000272078	9	9	18	19	9	12	13	15	13	9	19	1	4	17	17	8	28	9	15	19
ENSG00000225158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000175262	7	5	2	7	6	15	12	76	23	24	31	25	14	0	9	9	5	33	5	24
ENSG00000215785	0	0	0	2	0	0	0	0	1	0	3	0	0	0	1	0	0	8	0	0
ENSG00000120948	1189	878	903	719	1145	1055	1075	1007	915	813	1010	975	1409	1238	1673	1421	1214	365	997	941
ENSG00000277726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009724	17	26	35	12	24	19	46	33	22	19	60	8	8	0	23	32	21	50	27	28
ENSG00000271895	14	11	12	18	17	16	58	24	8	13	27	1	15	4	14	24	12	7	10	26
ENSG00000116649	513	972	816	742	787	1005	732	770	713	932	1314	933	1307	1985	2134	731	379	541	708	707
ENSG00000171824	894	594	525	475	646	751	695	412	612	607	678	797	492	302	833	738	730	184	515	620
ENSG00000226849	1	2	1	5	0	2	6	0	5	2	4	1	4	2	5	2	2	2	1	1
ENSG00000230337	2	3	1	3	5	0	0	2	5	0	6	2	1	11	9	2	0	4	1	0
ENSG00000198793	1238	972	460	472	848	1200	887	866	1126	903	1486	1301	817	316	1534	1011	965	305	1381	1353
ENSG00000225602	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	1	1	0	0
ENSG00000253086	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000171819	75	53	89	66	131	26	106	275	31	29	19	4	0	2	0	37	42	23	0	1
ENSG00000207451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000238173	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ENSG00000120942	362	351	383	277	342	510	236	252	267	330	399	384	287	371	479	374	272	107	425	375
ENSG00000238199	0	0	0	2	0	0	1	1	0	0	1	0	0	1	0	0	1	1	1	3
ENSG00000284646	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	7	0	0
ENSG00000224338	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
ENSG00000204624	9	0	0	1	2	2	6	6	6	4	0	5	2	1	6	3	1	9	1	0
ENSG00000235643	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000284708	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	4	0	35	10	0
ENSG00000116661	204	71	271	154	157	110	31	54	58	44	163	894	75	85	115	95	78	163	1031	652
ENSG00000132879	348	223	361	344	403	263	506	167	264	232	374	348	281	226	339	383	214	255	341	347
ENSG00000116663	332	454	580	545	340	317	192	170	448	336	257	585	252	254	466	259	218	311	237	175
ENSG00000116670	223	331	802	665	343	328	350	329	358	409	320	450	442	1662	832	308	255	322	226	187
ENSG00000162490	11	20	4	7	36	15	8	2	12	11	15	14	16	15	72	7	14	50	11	5
ENSG00000177674	948	882	1343	1481	893	699	547	283	731	946	674	809	515	3634	1915	590	552	859	1014	1082
ENSG00000215910	0	5	3	1	6	2	5	1	5	0	6	0	0	0	1	0	3	64	0	1
ENSG00000177553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000177000	959	790	637	523	683	933	720	604	856	705	809	672	225	328	339	647	770	221	818	978
ENSG00000011021	595	375	208	211	362	330	593	340	400	380	508	184	262	160	164	420	314	131	287	336
ENSG00000242349	1	3	1	3	0	1	2	1	2	9	10	3	3	8	2	4	3	4	3	1
ENSG00000276470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175206	2	1	2	1	12	0	7	5	0	0	4	0	4	3	0	4	0	5	1	1
ENSG00000275915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120937	0	0	0	0	0	2	0	0	0	0	0	0	0	6	2	0	0	7	0	0
ENSG00000224904	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	6	0	0
ENSG00000199347	0	0	1	0	0	1	2	2	3	1	0	0	0	1	0	3	3	0	0	0
ENSG00000201801	0	0	0	0	1	0	1	3	1	0	0	0	0	1	0	1	1	0	0	0
ENSG00000116685	1953	1762	1245	1458	1393	1559	1471	1270	1226	1590	1388	2350	1395	3501	1829	1225	1050	877	987	1073
ENSG00000083444	1547	1869	938	1255	1451	1592	2469	1083	1831	2658	2398	2122	2316	6069	3734	1411	1185	905	1532	1361
ENSG00000116688	2495	2125	2517	1385	2568	1918	1357	4008	1599	1804	1691	2561	1325	1543	3564	1733	1913	1063	1779	1643
ENSG00000270914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
ENSG00000116691	474	495	547	876	438	406	474	301	337	402	398	509	465	1693	460	383	253	416	270	290
ENSG00000202461	1	2	0	2	2	1	5	0	1	2	3	0	0	0	0	1	0	12	4	2
ENSG00000276869	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
ENSG00000120949	66	142	95	65	32	64	85	12	83	76	66	28	63	15	28	60	62	185	10	21
ENSG00000201135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000227875	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000283789	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000028137	1548	3790	3099	1484	1233	2880	1685	1298	3616	3135	2616	1610	1622	851	1218	2403	1889	11872	945	985
ENSG00000263676	0	0	1	0	0	0	1	2	1	1	1	0	2	0	0	3	0	14	0	0
ENSG00000225196	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000252969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048707	2263	1720	1163	693	1539	2047	1531	1487	1458	1292	1912	1082	671	252	1350	1578	1821	318	1382	1732
ENSG00000239149	2	0	0	0	0	0	1	0	2	0	5	1	7	2	8	3	0	0	1	3
ENSG00000229484	2	2	3	1	4	2	3	1	0	0	0	1	1	0	0	0	0	9	2	0
ENSG00000162496	1934	1811	1397	2102	1705	1044	2490	1263	664	865	582	2213	1104	862	1429	1102	645	396	299	322
ENSG00000221340	1	5	0	0	0	2	15	0	0	2	5	0	2	0	4	1	1	2	0	0
ENSG00000276830	0	0	1	0	0	0	8	0	0	0	2	0	1	0	0	0	0	0	0	0
ENSG00000272482	11	16	8	9	14	10	76	26	4	6	7	13	0	3	3	1	2	4	3	3
ENSG00000204518	0	1	1	2	0	0	5	4	1	0	0	0	0	0	0	0	0	17	0	0
ENSG00000226166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188984	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	12	0	0
ENSG00000157330	81	3	19	7	29	5	0	0	0	1	6	1	0	0	0	1	57	69	0	4
ENSG00000116726	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000116721	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	6	0	0
ENSG00000228338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000239810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000231103	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSG00000179172	0	0	0	1	0	0	1	2	0	0	0	2	0	0	1	0	1	4	1	1
ENSG00000120952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ENSG00000243073	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0
ENSG00000187545	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0
ENSG00000204510	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234064	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000232423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000274178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274764	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000277058	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000229571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSG00000277862	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ENSG00000275774	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	2	0	0
ENSG00000229978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179412	0	0	0	1	1	1	1	0	1	1	1	0	1	0	2	0	0	0	1	0
ENSG00000204505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000279169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000279804	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0
ENSG00000250894	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0
ENSG00000270601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000204501	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0
ENSG00000228229	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000204481	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1
ENSG00000204480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
ENSG00000204479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
ENSG00000204478	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	5	0	0
ENSG00000162494	0	15	5	0	0	0	2	394	2	5	7	2	0	2	2	2	5	7	0	1
ENSG00000259961	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215909	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000162493	1227	1407	1649	996	1133	1280	666	240	1272	2139	494	418	878	349	765	762	1442	409	6	134
ENSG00000222952	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237445	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	2	0	0
ENSG00000253085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116731	1390	1187	1107	650	977	1457	1148	881	1280	974	1286	689	709	221	703	1244	1081	331	706	896
ENSG00000189337	467	564	776	496	774	430	417	215	152	386	224	67	122	200	653	375	413	162	16	99
ENSG00000252151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231606	1	1	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000234593	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	1	0	9	0	0
ENSG00000235829	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000175147	9	15	8	6	10	17	7	2	16	17	25	24	16	21	112	12	12	11	19	12
ENSG00000171729	243	278	655	364	333	677	162	55	546	769	368	585	331	844	1168	309	440	128	144	180
ENSG00000204464	0	0	0	5	0	4	2	0	7	1	6	1	5	2	3	7	1	8	0	1
ENSG00000215720	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	3	2	4	0	0
ENSG00000278480	1	6	2	0	0	1	0	0	0	1	1	0	1	7	0	0	2	14	0	0
ENSG00000142621	294	126	80	55	74	209	9	7	98	173	65	69	84	42	65	55	441	188	23	56
ENSG00000233485	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	4	0	0
ENSG00000236045	3	0	1	0	0	0	1	1	2	2	0	6	0	1	3	0	3	6	0	0
ENSG00000228140	1	13	11	7	3	3	0	0	6	5	2	0	0	5	7	6	3	20	0	0
ENSG00000142634	3416	5910	7942	4371	2789	3830	1902	983	3163	3378	2459	2882	2246	9925	8812	2206	2155	6362	1033	1007
ENSG00000162438	0	1	5	0	0	1	11	5	2	3	7	0	7	5	9	6	6	42	2	1
ENSG00000142615	0	7	2	0	2	2	0	1	2	2	0	1	2	0	1	0	1	23	0	0
ENSG00000215704	19	12	53	3	50	5	6	3	10	5	9	3	1	0	0	5	12	6	2	0
ENSG00000132906	378	687	588	224	322	298	265	227	337	277	239	261	256	291	180	298	277	221	370	231
ENSG00000116138	509	244	154	241	262	440	291	483	438	321	437	301	251	182	416	377	499	131	408	410
ENSG00000251866	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272510	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000116771	5	7	4	11	7	39	7	734	37	20	66	22	65	48	91	36	15	43	95	109
ENSG00000237301	0	0	0	1	2	0	2	4	0	0	7	0	6	2	2	1	1	16	0	2
ENSG00000235084	4	2	4	21	17	2	5	4	3	6	7	10	3	6	3	5	5	8	14	4
ENSG00000252417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236500	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0
ENSG00000197312	1008	732	326	332	595	1285	700	1013	983	731	1002	500	914	429	1151	867	684	186	1091	960
ENSG00000215695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000116786	2233	2568	1931	1229	2151	2414	1861	3524	1902	2601	1924	1629	1214	1629	1874	1688	1381	1409	838	1259
ENSG00000237938	3	2	5	9	1	7	28	9	25	12	33	5	12	13	9	14	4	24	6	22
ENSG00000162461	34	39	20	6	35	16	104	904	27	39	30	7	39	10	14	38	35	42	11	15
ENSG00000224459	0	0	0	6	0	0	6	0	0	2	1	0	0	0	1	1	0	0	0	1
ENSG00000162460	0	0	0	0	2	0	7	0	1	2	1	15	0	0	0	4	0	23	4	15
ENSG00000162458	409	681	317	475	1392	1114	1723	266	915	1487	1046	455	943	752	2375	1278	573	240	430	974
ENSG00000224321	6	2	5	8	5	2	1	2	1	3	4	7	1	75	2	0	1	8	0	6
ENSG00000233954	15	6	23	42	17	10	16	23	10	16	16	17	59	58	34	29	19	43	8	23
ENSG00000178715	3	1	2	1	8	0	4	8	1	0	5	1	11	12	0	3	2	3	3	0
ENSG00000179743	98	57	45	120	80	39	85	205	63	59	36	54	84	110	36	76	59	79	19	26
ENSG00000065526	2494	2012	1554	659	1569	2895	1398	1313	1751	1633	2198	1402	1107	263	1977	2385	2028	481	1252	1408
ENSG00000270620	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	2	0	2
ENSG00000116809	491	445	513	346	461	474	613	500	476	603	509	396	435	1013	626	549	425	411	288	449
ENSG00000234607	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000275503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ENSG00000224966	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000183888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
ENSG00000233078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173641	162	802	171	143	693	192	944	17653	98	217	96	51	22	7	42	170	50	3	14	122
ENSG00000186510	3	15	5	2	7	7	6	4	3	5	11	16	4	1	8	2	16	3	10	91
ENSG00000232456	0	0	0	0	0	0	1	0	0	0	0	4	1	0	1	0	0	0	2	0
ENSG00000184908	25	23	11	35	40	6	12	9	12	12	8	28	12	1	7	5	11	0	13	41
ENSG00000185519	2	5	3	2	2	2	11	5	0	0	1	0	48	8	28	1	1	0	0	1
ENSG00000142627	604	704	3275	434	1029	788	1593	376	1205	1089	598	1101	407	1606	2583	1237	2780	84	490	434
ENSG00000227959	1	10	41	2	4	6	7	7	4	6	8	7	7	30	8	3	6	4	4	10
ENSG00000224621	7	2	8	1	3	14	5	0	2	3	4	3	2	23	15	7	4	10	3	3
ENSG00000234166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142632	303	186	83	181	142	171	140	37	196	155	310	554	977	201	712	188	100	100	329	410
ENSG00000237276	33	18	21	20	23	19	27	10	15	19	29	61	22	33	36	18	15	25	58	44
ENSG00000132881	109	63	60	85	89	58	63	18	62	65	65	141	46	94	85	79	51	72	65	76
ENSG00000233929	1	0	3	0	0	0	5	0	2	1	0	2	4	8	1	2	5	4	0	0
ENSG00000037637	657	587	362	366	553	569	563	493	490	488	464	474	387	355	504	618	397	212	300	389
ENSG00000055070	1969	2069	3179	2369	2416	2205	1693	2178	1764	2057	1726	2185	1362	2666	2172	1898	1487	846	907	1057
ENSG00000226457	0	2	0	0	0	0	1	0	3	0	0	0	1	0	0	4	2	2	0	1
ENSG00000187144	1	0	0	4	0	2	5	2	2	7	0	0	2	5	0	2	12	83	0	0
ENSG00000157191	1856	1626	2140	3590	1784	1899	1078	396	1950	1800	1508	1859	1164	2196	1225	1822	1544	723	849	938
ENSG00000226029	7	11	4	12	7	8	28	8	18	16	20	4	27	29	17	19	16	23	31	38
ENSG00000080947	101	36	19	57	55	41	245	59	59	71	111	27	84	17	42	104	58	39	172	180
ENSG00000206652	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0
ENSG00000261135	1	0	1	1	0	0	0	1	1	1	3	0	4	0	2	4	1	0	9	3
ENSG00000224174	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233421	25	4	1	8	10	1	2	1	2	1	3	20	3	2	1	3	2	1	4	4
